country,Date,Until,Headline,Description,Sources,MostPeaceful2023GPI
PK,2011.0,,A water tank is damaged by a homemade bomb,"Sometime during the night between December 16 and December 17, 2011, a water tank is damaged by a homemade bomb in the area of Mandeo in the district of Bannu, Khyber Pakhtunkhwa, Pakistan.  No deaths or injuries occur.  No claim of responsibility is reported.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201112170024,2.745
PK,2010.0,,Fighting in Pakistan over irrigation water,"More than 100 are dead and scores injured following two weeks of tribal fighting in Parachinar in the Kurram region of Pakistan, near the Afghanistan border. The conflict over irrigation water began as the Shalozan Tangi tribe cut off supplies to the Shalozan tribe. Some report that al Qaeda may be involved; others claim sectarian violence is to blame as one group is Sunni Muslim and the other Shiite.","Express Tribune, The 2010",2.745
PK,2010.0,,Pakistan irrigation dispute kills 116,"A water dispute in Pakistan's tribal region leads to 116 deaths. In early September, the Mangal tribe cut off the supply of irrigation water to lands used by the neighboring Tori tribe, leading to fighting.",CNN 2010,2.745
PK,2010.0,,Severe flooding strengthens militant groups in Pakistan,Militant groups in Pakistan take advantage of severe flooding to reorganize and gain political power. Military resources in the country have been diverted to humanitarian relief efforts.,Waraich 2010,2.745
PK,2010.0,,Two unknown gunmen riding a motorbike fire upon the driver of a water tanker,"On an evening in January, two unknown gunmen riding a motorbike fire upon the driver of a water tanker in Hariana Colony, Karachi, Pakistan. The driver, Noor Shah, is killed and the tanker rams into a moving auto-rickshaw with four people on board. Eight-year-old Unair dies and his younger brother is wounded. Both attackers escape. No group claims responsibility.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201001310008,2.745
PK,2010.0,,Militants blow up a water supply tube-well,"In Lakaro area of Mohmand, Federally Administered Tribal Areas, Pakistan, Tehrik-e-Taliban (TTP) militants blow up a water supply tube-well. TTP claims responsibility for the attack saying the tube-well is used for provision of drinking water to Security Forces.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201011040001,2.745
PK,2009.0,,Tehrik-e-Taliban Pakistan threaten to contaminate local water resources,"The Tehrik-i-Taliban Pakistan (TTP) threatens to contaminate local water resources in a letter faxed to the Directorate of Military Lands and Cantonments in Rawalpindi, Pakistan. The letter stated that the TTP had procured 200 liters of a poisonous material that would be used to contaminate water sources and reservoirs in the wards falling under Rawalpindi Cantonment Board (RCB) and Chaklala Cantonment Board (CCB) limits unless the Army stopped military operations in South Waziristan.",Roul 2010,2.745
PK,2008.0,,Taliban threatens water supply,"In October, the Taliban threatens to blow up Warsak Dam, the main water supply for Peshawar, during a government offensive in the region.",Perlez and Shah 2008,2.745
PK,2008.0,,Explosive device detonates destroying a tube well in Pakistan,"At Kachhi canal project in Lund Nullah near Sui, Balochistan Province, Pakistan, unknown assailants detonate an explosive device destroying a tube well. No casualties or motive are reported. No group claims responsibility.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200804190021,2.745
PK,2007.0,,Water pipeline and gas pipeline damaged by explosion,Water supply is disrupted when a water pipeline and nearby gas pipeline are blown up in Pakistan.,RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2006.0,,Gas and water pipeline blown up by insurgents in Pakistan,"A gas line and water pipeline in the Pir Koh - Dera Bugti District is blown up by insurgents, resulting in the suspension of water and gas supply to adjacent areas.",South Asian Intelligence Review n.d.,2.745
PK,2006.0,,Water pipelines destroyed by rocket attacks and explosives,"Several attacks with rockets and other explosives on pipelines that supply water to a gas plant in Dera Bugti, Pakistan, disrupt gas production.",RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2006.0,,Water tank drivers killed,Two people driving a water tank in Pakistan are shot and killed. They had delivered water to security forces along the Afghan border.,RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2006.0,,Water and gas supplies disrupted by explosion,"Water and gas pipelines in Pir Koh, Pakistan are destroyed, disrupting the delivery of these supplies to nearby communities. The Baloch Liberation Army (BLA) takes responsibility for the explosion.",RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2006.0,,Bomb explodes near water pump station,"A bomb explodes near a water pump station in Quetta, Pakistan. No one is injured in the explosion.",RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2006.0,,Suspected terrorists kill a water tanker driver,"Suspected terrorists shoot and kill a water tanker driver and his assistant in Dherdoni who supply water to security forces near the Afghan border in North Waziristan, Pakistan. No group claims responsibility for the attack, but the Taliban is blamed.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200604100009,2.745
PK,2004.0,,Pakistan targets terrorists' water,"In military action aimed at Islamic terrorists, including Al Qaeda and the Islamic Movement of Uzbekistan, homes, schools, and water wells are damaged and destroyed in Pakistan.",Reuters 2004a,2.745
PK,2004.0,,"Chinese engineers working on a dam are kidnapped, one is killed","Two Chinese engineers working on a dam and a canal in Waziristan, Pakistan, are kidnapped by Pakistani militants seeking the release of six Pakistani comrades. During a rescue attempt, one of the two engineers is shot and killed, while the other is brought to safety.",RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2002.0,,Multiple attacks on water towers,"Two water towers are blown up in Jango Ghari, a tribal area, where several other similar attacks have occured. The power systems atop the towers are destroyed in the blast as well.",RAND Database of Worldwide Terrorism Incidents 2018,2.745
PK,2001.0,,Unrest over shortages in Pakistan,"Civil unrest over severe water shortages caused by the long-term drought. Protests began in March and April and continued into summer. Riots, four bombs in Karachi (June 13), one death, 12 injuries, 30 arrests. Ethnic conflicts as some groups ""accuse the government of favoring the populous Punjab province [over Sindh province] in water distribution.'",Nadeem 2001,2.745
PK,2013.0,,Pakistan and India clash over Siachen Glacier,"Tensions continue between India and Pakistan over access to and control of the Siachen Glacier in Kashmir, with a demand by Pakistan that India withdraw troops stationed there.",Press Trust of India (PTI) 2013,2.745
PK,2012.0,,Pakistani militants attack water systems in Kashmir,"Violence erupts in the latest event in the dispute between Pakistan and India over the waters of the Indus Basin. Pakistani militants attack and sabotage water systems, flood protection works, and dams in the Wular Lake region of northern Kashmir. They attack engineers and workers and detonate explosives at the unfinished Tulbul Navigation Lock/Wular Dam. Pakistan claims the new dam violates the Indus Water Treaty by cutting flows to Pakistan.",Ul Hassan 2012,2.745
PK,2012.0,,Militants block work at the Wullar Dam construction site in India,"Militants block work at the Wular Conservation Project (Wular Dam) construction site in the Baramulla District of India - a project opposed by Pakistan. Officials suggest that these militants may have been sent by Pakistan because of their concerns that the project is in violation of Pakistani interests under the Indus Water Treaty of 1960. Sources said that eight of the 16 militants who stopped work of the Project are Pakistani nationals. India says the dam is not in violation of the Treaty and would, if completed, be used only for transportation purposes. Pakistan believes the Indian control over Jhelum waters has the potential to disrupt the Pakistan-Upper Jhelum Canal, Upper Chenab Canal, and the Lower Bari Doab Canal.",Hamid 2012a,2.745
